,tweets,sentiment,tidy_tweets,absolute_tidy_tweets,key_phrases
3209,@shawnmendestroi Vou ver miga!!! eu tenho o disney plus e nao aproveito kkkkkkk,pos,@shawnmendestroi Vou ver miga!!! eu tenho o disney plus e nao aproveito kkkkkkk,shawnmendestroi Vou ver miga eu tenho disney plus e nao aproveito kkkkkkk,"['shawnmendestroi vou ver miga', 'eu tenho', 'e nao aproveito kkkkkkk']"
3210,"Disney plus  + Hoststar 🧨

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/77FRBtcHYR",pos,Disney plus + Hoststar 🧨 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🧨 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3211,"RT @chroniclezpdcst: 🔥Friday Night Regret-Episode 202🔥

Cuzzo regrets recording on a Friday, Black Widow $30 on Disney Plus! Fairview maste…",neg,"🔥Friday Nightegret-Episode 202🔥 Cuzzo regrets recording on a Friday, Black Widow $30 on Disney Plus! Fairview maste…",Friday NightegretEpisode Cuzzo regret recording Friday Black Widow Disney Plus Fairview maste,"['🔥friday nightegret-episode 202🔥 cuzzo', 'friday', 'black widow $ 30', 'disney plus', 'fairview maste…']"
3212,"Disney plus  + Hoststar 🧺

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/WOUplc4jyJ",pos,Disney plus + Hoststar 🧺 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🧺 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3213,"Disney plus  + Hoststar 🧸

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/yUjRfsIjk3",pos,Disney plus + Hoststar 🧸 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🧸 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3214,"เปิด #หารdisney 
  
🥯🌲 disney plus 🧦🌟

         30 วัน | 55 บาท

♡︎ พร้อมส่ง
        
สอบถาม สั่งซื้อ : ทัก dm เลย… https://t.co/AZEvXaRSTO",pos,เปิด #หารdisney 🥯🌲 disney plus 🧦🌟 30 วัน | 55 บาท ♡︎ พร้อมส่ง สอบถาม สั่งซื้อ : ทัก dm เลย…,disney plus dm,"['เปิด 🥯🌲 disney', '🧦🌟 30 วัน | 55 บาท ♡︎ พร้อมส่ง สอบถาม สั่งซื้อ', 'ทัก dm เลย…']"
3215,"Disney plus  + Hoststar 🖇🖇

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/VhQXMh7Op3",pos,Disney plus + Hoststar 🖇🖇 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🖇🖇 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3216,"Disney plus  + Hoststar 📌

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/fuF6hOjcDJ",pos,Disney plus + Hoststar 📌 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 📌 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3217,36. disney plus hotstar 1 bulan sharing https://t.co/F4P7GPZAFT,pos,36. disney plus hotstar 1 bulan sharing,disney plus hotstar bulan sharing,[]
3218,"STILL OPEN, HMU 
- SPOTIFY
- SOLO
- FAMHEAD
- DUO
🏷️seller maker supplier cheap wts wtb looking for mura ph legit l… https://t.co/ts1c6HAE5z",pos,"STILL OPEN, HMU - SPOTIFY - SOLO - FAMHEAD - DUO 🏷️seller maker supplier cheap wts wtb looking for mura ph legit l…",STILL OPEN HMU SPOTIFY SOLO FAMHEAD DUO seller maker supplier cheap wts wtb looking mura ph legit l,"['duo 🏷️seller maker supplier cheap wts wtb', 'mura ph legit l…']"
3219,"@fatpouches 👻 JUAL APLIKASI PREMIUM 👻

✓ Aman &amp; Trusted
✓ 100% LEGAL
✓ Bergaransi
✓ Pengerjaan cepat… https://t.co/DXXWBIVN15",pos,@fatpouches 👻 JUAL APLIKASI PEMIUM 👻 ✓ Aman &amp; Trusted ✓ 100% LEGAL ✓ Bergaransi ✓ Pengerjaan cepat…,fatpouches JUAL APLIKASI PEMIUM Aman amp Trusted LEGAL Bergaransi Pengerjaan cepat,"['fatpouches 👻 jual aplikasi pemium 👻 ✓ aman', 'trusted ✓ 100% legal ✓ bergaransi ✓ pengerjaan cepat…']"
3220,"@moviemenfes Disney plus, 20k sebulan. Tp belinya pake promo pulsa 16.500 dpt 25k.",pos,"@moviemenfes Disney plus, 20k sebulan. Tp belinya pake promo pulsa 16.500 dpt 25k.",moviemenfes Disney plus k sebulan Tp belinya pake promo pulsa dpt k,"['moviemenfes disney', '20k sebulan', 'tp belinya pake promo pulsa 16.500 dpt 25k']"
3221,"@DrGJackBrown @RonDeSantisFL With the red tide killing tons of fish who have washed up on the beaches, and the fact… https://t.co/9aOcbcYn6k",pos,"@DrGJackBrown @onDeSantisFL With the red tide killing tons of fish who have washed up on the beaches, and the fact…",DrGJackBrown onDeSantisFL With red tide killing ton fish washed beach fact,['red tide']
3222,"temos netflix, amazon prime, disney plus, globo play e vamos ver RATATUI",pos,"temos netflix, amazon prime, disney plus, globo play e vamos verATATUI",temos netflix amazon prime disney plus globo play e vamos verATATUI,[]
3223,"@ClearHeatVision

https://t.co/cKVtUtQQup",pos,@ClearHeatVision,ClearHeatVision,[]
3224,"No spoilers y'all, but you gots to watch #Loki. Thus far it's my favourite #Disney-#Marvel show. The story and feel… https://t.co/suTGX6TaBY",pos,"No spoilers y'all, but you gots to watch #Loki. Thus far it's my favourite #Disney-#Marvel show. The story and feel…",No spoiler yall gots watch Thus far favourite show The story feel,"['spoilers y', 'favourite show']"
3225,"Hans
en vrai j'ai rien contre lui mais c'est un bâtards, laissez le à sa place... Arendelle se porte bien sans lui.… https://t.co/IPmGV1pfVr",pos,"Hans en vrai j'ai rien contre lui mais c'est un bâtards, laissez le à sa place... Arendelle se porte bien sans lui.…",Hans en vrai jai rien contre lui mais cest un btards laissez le sa place Arendelle se porte bien sans lui,"['hans', 'rien contre lui mais c', 'laissez le à sa place', 'arendelle se porte bien sans lui.…']"
3226,"@Spinellaby ""I can't believe it...I'm on DISNEY PLUS!""",pos,"@Spinellaby ""I can't believe it...I'm on DISNEY PLUS!""",Spinellaby I cant believe itIm DISNEY PLUS,"['spinellaby', 'disney plus']"
3227,"After Disney Reveals ‘Black Widow’ Streaming Revenues, Other Studios Feel the Pressure https://t.co/VdtNQ2QnLj",neg,"After Disneyeveals ‘Black Widow’ Streamingevenues, Other Studios Feel the Pressure",After Disneyeveals Black Widow Streamingevenues Other Studios Feel Pressure,"['disneyeveals ‘ black widow ’ streamingevenues', 'other studios feel']"
3228,"🏷️Spotify, Viu, amazon prime, Crunchyroll, canva pro&amp;edu, YouTube, Disney plus, Iwant tfc, nba league pass, Scribd,… https://t.co/ZQDs2UOQ1c",pos,"🏷️Spotify, Viu, amazon prime, Crunchyroll, canva pro&amp;edu, YouTube, Disney plus, Iwant tfc, nba league pass, Scribd,…",Spotify Viu amazon prime Crunchyroll canva proampedu YouTube Disney plus Iwant tfc nba league pas Scribd,"['🏷️spotify', 'viu', 'crunchyroll', 'canva pro&amp;edu', 'youtube', 'disney', 'iwant tfc', 'nba league', 'scribd,…']"
3229,"Hoje vou soltar o resultado do sorteio Disney Plus ás 14:00 🔹

E mais tarde vou fazer um combo:  Paramount + e Hbo Max 🤩",pos,Hoje vou soltar o resultado do sorteio Disney Plus ás 14:00 🔹 E mais tarde vou fazer um combo: Paramount + e Hbo Max 🤩,Hoje vou soltar resultado sorteio Disney Plus E mais tarde vou fazer um combo Paramount e Hbo Max,"['hoje vou soltar', 'sorteio disney plus ás 14:00 🔹 e mais tarde vou fazer um combo', 'paramount', 'e hbo max 🤩']"
3230,RT @HYPEBEAST: Marvel Confirms Season 2 of 'Loki' on Disney+ https://t.co/5vMkrDsb1r,pos,Marvel Confirms Season 2 of 'Loki' on Disney+,Marvel Confirms Season Loki Disney,"['confirms season', ""' loki"", 'disney']"
3231,"Disney plus  + Hoststar 🖇

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/G4PAbqXvjF",pos,Disney plus + Hoststar 🖇 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🖇 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3232,"Disney plus  + Hoststar 🖍

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/LNjOPKdlau",pos,Disney plus + Hoststar 🖍 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🖍 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3233,"Disney plus  + Hoststar 💗

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/zqUqvOVuoa",pos,Disney plus + Hoststar 💗 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💗 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3234,"Disney plus  + Hoststar 🦄

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/UP7r8exXgg",pos,Disney plus + Hoststar 🦄 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 🦄 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3235,@whiskeyslasso @funkodad @_CharlesMurphy In an interview Clark Gregg said that Tom Hiddleston told him he was doing… https://t.co/dkIgZPEGOj,pos,@whiskeyslasso @funkodad @_CharlesMurphy In an interview Clark Gregg said that Tom Hiddleston told him he was doing…,whiskeyslasso funkodad CharlesMurphy In interview Clark Gregg said Tom Hiddleston told,"['_ charlesmurphy', 'interview clark gregg', 'tom hiddleston']"
3236,"🚨🚨🚨
We have a fresh sale starting online at 1 p.m. today! Disney goodies discounted plus summer collection items! I… https://t.co/2M1CRnKIx5",pos,🚨🚨🚨 We have a fresh sale starting online at 1 p.m. today! Disney goodies discounted plus summer collection items! I…,We fresh sale starting online pm today Disney goody discounted plus summer collection item I,"['fresh sale', '1 p.m. today', 'disney goodies', 'summer collection items', 'i…']"
3237,@FlyBotJus83 @NeoGameSpark Are u really comparing the Disney plus shows to the cw ones lol. That is an unfair compa… https://t.co/EHmIv3qrcW,pos,@FlyBotJus83 @NeoGameSpark Are u really comparing the Disney plus shows to the cw ones lol. That is an unfair compa…,FlyBotJus NeoGameSpark Are u really comparing Disney plus show cw one lol That unfair compa,"['disney', 'unfair compa…']"
3238,"RT @seiapremium: °°  S  A  L  E  °°

&gt; disney plus
— 12 months
— ₱50 na lang!

&gt; grammarly 
— 7 days
— ₱5 na lang!",pos,°° S A L E °° &gt; disney plus — 12 months — ₱50 na lang! &gt; grammarly — 7 days — ₱5 na lang!,S A L E gt disney plus month na lang gt grammarly day na lang,"['°° s', 'l e °°', '— 12 months — ₱50', '— 7 days — ₱5']"
3239,"@beomgyusouI oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@beomgyusouI oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",beomgyusouI oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['beomgyusoui oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3240,"@Enzovilarino Disney Plus eu não sei, agora uma camisa da Peitas MG vale muito a pena✅✅✅✅",pos,"@Enzovilarino Disney Plus eu não sei, agora uma camisa da Peitas MG vale muito a pena✅✅✅✅",Enzovilarino Disney Plus eu sei agora uma camisa da Peitas MG vale muito pena,"['enzovilarino disney plus eu não sei', 'agora uma camisa da peitas mg vale muito']"
3241,@lucaguts if they didn’t like each other then why was it in the pride section of Disney plus,neg,@lucaguts if they didn’t like each other then why was it in the pride section of Disney plus,lucaguts didnt like pride section Disney plus,"['’ t', 'pride section', 'disney']"
3242,"✨ DISNEY PLUS ✨

sikouryo@freeallapp.com
SENHA: disney2021

(Pegou manda print)
(Faça uma telinha só sua)
(Não apag… https://t.co/WUAjkFCqTA",pos,✨ DISNEY PLUS ✨ sikouryo@freeallapp.com SENHA: disney2021 (Pegou manda print) (Faça uma telinha só sua) (Não apag…,DISNEY PLUS sikouryofreeallappcom SENHA disney Pegou manda print Faa uma telinha sua No apag,"['✨ disney plus ✨ sikouryo@freeallapp.com senha', 'pegou manda print', 'faça uma telinha só sua', 'não apag…']"
3243,"@guinhodamafia oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@guinhodamafia oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",guinhodamafia oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['guinhodamafia oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3244,@seanski1916 @Karakaradu @reelburner @kinda_retardedd @Undercoverxiii @CrypticNoHoes You're fr equating Stalin to a… https://t.co/jbP7Bhvo6V,pos,@seanski1916 @Karakaradu @reelburner @kinda_retardedd @Undercoverxiii @CrypticNoHoes You're fr equating Stalin to a…,seanski Karakaradu reelburner kindaretardedd Undercoverxiii CrypticNoHoes Youre fr equating Stalin,"['karakaradu', 'undercoverxiii', ""' re fr"", 'stalin']"
3245,"If Disney Plus runs Marsupilami, Would they credit Andre Franquin? https://t.co/WbKXEZf5Qb",pos,"If Disney Plus runs Marsupilami, Would they credit Andre Franquin?",If Disney Plus run Marsupilami Would credit Andre Franquin,"['disney plus', 'marsupilami', 'credit andre franquin']"
3246,"@jiminsbybaby oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@jiminsbybaby oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jiminsbybaby oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['jiminsbybaby oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3247,Alguém me ajuda emprestando Disney plus?🥺🥺😢😢 https://t.co/hhmGvUaqLc,pos,Alguém me ajuda emprestando Disney plus?🥺🥺😢😢,Algum ajuda emprestando Disney plus,"['alguém', 'ajuda emprestando disney plus?🥺🥺😢😢']"
3248,"@jeoncollors oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@jeoncollors oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jeoncollors oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3249,@PortalWalking @WalkingDead_AMC disney plus fazendo mais que vocês...,pos,@PortalWalking @WalkingDead_AMC disney plus fazendo mais que vocês...,PortalWalking WalkingDeadAMC disney plus fazendo mais que vocs,['walkingdead_amc disney']
3250,"@M0M0V0GUE oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@M0M0V0GUE oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",MMVGUE oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['m0m0v0gue oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3251,"@JIM0DE oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@JIM0DE oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",JIMDE oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['jim0de oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3252,"@jisugrr oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@jisugrr oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jisugrr oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['jisugrr oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3253,"@entraptali oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@entraptali oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",entraptali oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['entraptali oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3254,"🔔 #Disney+ down?

🔗 Real-time status: https://t.co/TOFDgHzrK0

🔁 RETWEET if you are affected too.

#Disney+Down… https://t.co/SGWYerDErd",neg,🔔 #Disney+ down? 🔗eal-time status: 🔁ETWEET if you are affected too. #Disney+Down…,ealtime status ETWEET affected,['🔗eal-time status']
3255,"@jkprities oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@jkprities oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jkprities oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3256,#Loki’s Season 1 finale is the biggest game-changer in the entire MCU since that Thanos cameo at the end of 2012’s… https://t.co/Ak32jdPVPN,pos,#Loki’s Season 1 finale is the biggest game-changer in the entire MCU since that Thanos cameo at the end of 2012’s…,Season finale biggest gamechanger entire MCU since Thanos cameo end,"['entire mcu', 'thanos cameo', '2012 ’ s…']"
3257,"@mispaces oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@mispaces oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",mispaces oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3258,@PortalWalking disney plus meu deus essa emissora só decai @WalkingDead_AMC aprenda escória,pos,@PortalWalking disney plus meu deus essa emissora só decai @WalkingDead_AMC aprenda escória,PortalWalking disney plus meu deus essa emissora decai WalkingDeadAMC aprenda escria,"['meu deus essa emissora só decai', 'walkingdead_amc aprenda escória']"
3259,"@pyeonghongman_ oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@pyeonghongman_ oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pyeonghongman oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['pyeonghongman _ oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3260,"Disney plus  + Hoststar 💘

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/nXje1VQG7e",pos,Disney plus + Hoststar 💘 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💘 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3261,"Disney plus  + Hoststar 💜

     1 เดือน 30 วัน 

🤎 จอละ 57 บาท 
🤎 แอคละ 105 บาท
🤎 1 แอคมี 2 จอ

🖍 โอน = รับรหัสเลย… https://t.co/havzSE77wC",pos,Disney plus + Hoststar 💜 1 เดือน 30 วัน 🤎 จอละ 57 บาท 🤎 แอคละ 105 บาท 🤎 1 แอคมี 2 จอ 🖍 โอน = รับรหัสเลย…,Disney plus Hoststar,"['disney', 'hoststar 💜 1 เดือน 30 วัน \U0001f90e จอละ 57 บาท \U0001f90e แอคละ 105 บาท \U0001f90e 1 แอคมี', 'จอ 🖍 โอน']"
3262,"@jeonwiser oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@jeonwiser oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jeonwiser oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['jeonwiser oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3263,"@i4lari oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@i4lari oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",ilari oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['i4lari oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3264,"@taeggukez oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@taeggukez oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",taeggukez oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['taeggukez oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3265,"@jiggukdior_ oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@jiggukdior_ oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jiggukdior oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['jiggukdior _ oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3266,"@sgihurt oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@sgihurt oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",sgihurt oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['sgihurt oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3267,"@ggukwinx oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@ggukwinx oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",ggukwinx oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['ggukwinx oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3268,@eilishxmartuli disney plus,pos,@eilishxmartuli disney plus,eilishxmartuli disney plus,['eilishxmartuli disney']
3269,"@wooyounguzumaki oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@wooyounguzumaki oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",wooyounguzumaki oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['wooyounguzumaki oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3270,"@Gabriel87173010 oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@Gabriel87173010 oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",Gabriel oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['gabriel87173010 oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3271,"@T4EHYDARK3 oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@T4EHYDAK3 oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",TEHYDAK oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['t4ehydak3 oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3272,"@je0nxl oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@je0nxl oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",jenxl oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['je0nxl oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3273,"@I2SUN4 oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@I2SUN4 oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",ISUN oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['i2sun4 oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3274,"@shotowhy oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@shotowhy oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",shotowhy oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['shotowhy oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
3275,"@JHNBE4R @taestarss oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",pos,"@JHNBE4 @taestarss oii, estou dando contas hbo max e disney plus de graça. se tiver interesse olha meu fix :)",JHNBE taestarss oii estou dando contas hbo max e disney plus de graa se tiver interesse olha meu fix,"['taestarss oii', 'estou dando contas hbo max e disney', 'se tiver interesse olha meu']"
